"","group","agent","fit_AS","fit_DB","fit_VS","fit_SG","r2_AS","r2_DB","r2_VS","r2_SG","id","model","lambda","beta","tau","par","Age","Sex","Nationality","compfail","totalPayment","soc","bias","useful","strategy","pQ1","pQ2","pQ3","pQ4","feedback","Time.taken","strat_soc","AS","DB","VS","SG"
"67",35,3,370.551500941906,370.724379796604,370.656437350118,374.359161489611,0.310125095608718,0.309803238098892,0.309929730067361,0.303036176930409,38,"AS",1.59635902093754,0.00673794699908547,0.106002845412145,NA,"53","Female","United Kingdom",0,7.5,"late",0,"1","I didn't really have one! I just clicked and hoped for the best.","A","A","A","B","I enjoyed it but even though you instructed me on what to do, I feel any bonus payment is pure luck because I didn't really know what was going on!",1182,0,1,0,0,0
"68",35,4,392.438884250502,386.00445712138,392.813770482172,392.621266197067,0.269376221487277,0.28135552743863,0.268678276390379,0.26903667157956,39,"DB",0.828317425918994,0.410877542660414,0.0526468352204458,0.173216583920968,"73","Female","United Kingdom",1,7.4,"early",4,"3","I did pay quite a bit of attention to the salt uncovered by other players to dictate where I should reveal. At the start if I was unsure I would spread out a few trial squares to see. Overall I think I uncovered the high concentrations of salt quite well.","A","B","A","B","It was a fun study and I did better than I thought I would. The instructions were a little complicated but it was fine after I re-read.",1174,1,0,0,1,0
"69",36,1,330.860061345867,330.132817620342,329.447809798938,330.299412410703,0.384020702634644,0.385374649911447,0.386649964419949,0.38506449176938,40,"VS",1.70702121099441,0.118360528667371,0.0752426542363047,0.0744202429175293,"49","Male","United Kingdom",0,7.6,"early",4,"2","Play last. Look at other scientists' hot spots. Find what seemed to be the highest available and hit it repeatedly.","A","B","B","B","Always like a bonus. Good survey.",1202,1,0,0,1,0
"70",36,2,345.530084384576,348.346665190603,350.767222729882,342.706498978562,0.290593168162325,0.276140411042268,0.279771457455047,0.279781969484936,42,"SG",0.631624863745459,0.401033819914478,0.044932715500885,34.4072644459393,"31","Female","United Kingdom",0,5.8,"none",0,"2","To find the darker colours and click around that area","B","A","B","B","",1093,0,1,0,0,0
"71",36,3,381.042656636192,388.80564498306,386.855306320673,386.849660009394,0.356708761607494,0.351464987370095,0.346958510141589,0.361965576671158,41,"AS",0.876057191735673,0.423141716350852,0.054150284389351,NA,"49","Male","United States",0,7.1,"early",4,"3","I clicked randomly around the board at first, keeping an eye on the data from the other scientists. If one of them hit a good pocket, I tried that area as well. If that paid off for me, I stayed around in that area until it played out. If not, I returned to clicking around until I either found a pocket myself, or someone else found one that I could then try.","A","B","B","B","",1213,1,0,0,1,0
"72",36,4,415.724706319588,413.425199783021,422.232134656674,416.152951333367,0.226023801559821,0.230304911872499,0.213908585481977,0.22522651565709,43,"DB",0.913816119622478,0.459107738372128,0.0545880918844826,0.105225285057197,"38","Male","United Kingdom",4,7.2,"none",0,"1","Chance.","B","A","B","B","",1085,0,1,0,0,0
"73",37,1,412.087489369571,400.062716082141,404.70610936168,399.77388737794,0.208753752016648,0.231221074582154,0.223449107038717,0.232042936940424,44,"SG",0.820154226691456,0.340666076618852,0.0535405684759482,79.3427038078194,"22","Male","United Kingdom",2,7.1,"none",0,"2","Find an area with a lot of salt and keep searching around that area.","A","B","B","B","Everything good, no issues :)",991,0,0,0,1,0
"74",37,2,308.848183565542,309.99664768166,321.907497624594,309.265225878974,0.395407798766201,0.394589432422681,0.381384379739267,0.394248920525059,47,"AS",1.51237347621317,0.00673794699908547,0.0751275313346943,NA,"24","Female","Portugal",1,7.8,"early",4,"2","always try to look for the darkest color and stay there","A","A","A","B","",989,0,1,0,0,0
"75",37,3,412.831881044056,406.58238613888,410.874179313545,414.210190271584,0.425001354556373,0.422863199481328,0.400688153786699,0.424224925300589,45,"DB",1.30787154833887,0.205096790391302,0.0859984095958609,0.0714285714285714,"43","Female","United Kingdom",3,7,"none",0,"1","I WOULD SELECT OPTIONS AND GO WITH TEH DARKER AND TRIED TO FOLLOW","A","B","B","B","I HAVE ENJOYED AND LOOKING FOREWARD TO THE NEXT ONE",1030,0,0,0,1,0
"76",37,4,324.74372701328,325.183294933467,332.276105616547,325.366193592265,0.231409524071551,0.243044532131815,0.235054278689276,0.228843454458702,46,"AS",1.31298739221328,0.0670159419714276,0.0808273618888638,NA,"31","Female","United Kingdom",1,7.8,"early",4,"2","watch the other players, if their score was close to 60 then use that as a starting point, if not chose a spot that hadnt been explored","A","B","B","B","I think the instructions at the beginning would have been easier in shorter chunks, I found the large block of text difficult to get straight in my head first read around",993,1,0,0,1,0
"77",38,1,392.234699958077,392.033381522845,395.398741123038,395.018275326261,0.247960106729581,0.248303580587106,0.242383835455551,0.242910145405194,48,"DB",0.922261423682354,0.343043397626164,0.0519383774062536,0.0800831594299222,"42","Female","United Kingdom",0,7,"early",4,"no","Look at where the others were having success and compare it to my own areas. ","A","B","B","B","Instructions were clear and the bonus was definitely motivating! It was good fun. ",1653,1,0,0,1,0
"78",38,2,410.583234055815,415.000039998032,407.935462916724,409.23634611268,0.276015708349809,0.27497962582885,0.278873470809092,0.287312570092557,50,"VS",1.67163820615238,0.00673794699908547,0.104267584485019,0.0714285714285714,"44","Male","United States",0,6.9,"none",0,"1","To get as many points as possible. Finding a hot spot with high value number and working in that same area to gain more points.","A","A","A","B","The instructions were definitely clear. No issues with the game to report, and the bonus payment was motivating for sure.",1980,0,1,0,0,0
"79",38,3,388.872626358333,389.429135851282,387.337640577748,382.804759491365,0.235595946531261,0.22737295035028,0.240525439076258,0.238103517512984,49,"SG",1.33019357012677,0.113705108071824,0.0970217042215926,12.3764063130243,"62","Male","United States",0,7.2,"consistent",4,"2","I sticked with areas that had more salt after each start,watching other scientists findings","A","B","B","A","i went after big bonus",2159,1,0,0,0,1
"80",38,4,420.151790276173,419.357334805315,421.652998601851,422.308778540048,0.217781670267631,0.219260749128754,0.214986793044043,0.213765893598175,51,"DB",0.96024836545579,0.315586881068012,0.0716017357585434,0.200405610755395,"21","Male","United Kingdom",0,7,"late",4,"2","To find large clusters and scour the area around them","A","B","B","B","",1812,0,0,0,1,0
"81",39,1,283.088148538654,284.620093005879,282.088542154977,279.100294273423,0.291570213626082,0.291402467709204,0.235591932045217,0.259714627325473,53,"SG",1.25207262799281,0.106050221110505,0.0618445953366576,4.72129046684794,"32","Male","United Kingdom",0,8.9,"early",4,"no","Looked at the numbers the other players were getting. If my search was low, I went to another location. If everone was low, I tried a location as far away as possible. If a number was in the 70s I would stick with it or near it.","A","B","B","B","Fun game. I don't think the other players are real though.",2241,1,0,0,1,0
"82",39,2,380.517857631649,380.607958751259,410.585390350847,397.628402227398,0.244507639775876,0.244222964818209,0.237127371704531,0.242846150438543,55,"AS",0.637961735079044,0.448437958918497,0.0361653340450568,NA,"32","Male","Nigeria",1,7.1,"early",4,"2","I randomly guess for my first 3 trials ,then i proceed and click around the highest previous concentration","A","B","B","B","",1884,0,0,0,1,0
"83",39,3,419.607010118213,419.680852119156,424.931534206786,420.571367014531,0.218795915678677,0.218658440204389,0.208882973652545,0.217000522541811,54,"AS",0.793657798152823,0.417274292435969,0.0511588685757544,NA,"47","Female","United Kingdom",15,6.6,"none",0,"1","i tied at random to find the darker colours and then stayed arounf that area","A","A","B","B","this was a brilliant study,it kept my attention and the bonus was helping me to try my absolute best",2009,0,1,0,0,0
"84",39,4,405.796509264543,405.949416309244,409.760661886682,406.688942608369,0.472960144781531,0.470108044492709,0.474821163713082,0.48038453942832,52,"AS",0.739721966446989,0.436330624125336,0.0522968571437952,NA,"27","Male","United States",1,7,"none",0,"1","I would try to gather information about surrounding areas to find the highest output- then used that to look around that area.","B","B","B","B","Bonus payment was kind of motivating, I think it could be a bit higher to be more motivating. Instructions were a bit lackluster, could be worded a bit better. No issues.",1949,0,1,0,0,0
"85",41,1,358.88178090204,360.829496983074,359.784679131988,360.154411195006,0.32392894605705,0.320251732488669,0.322277115387127,0.321491424287545,56,"AS",1.10037534155783,0.0074207940707993,0.0914055643399012,NA,"42","Male","United States",0,7.3,"none",0,"1","I searched for a number I believed was high enough and then stuck with that.","B","B","B","B","Instructions were clear.  Task was fine.",910,0,1,0,0,0
"86",41,2,380.697076295451,386.583341645868,394.114581807704,377.82883629756,0.295719576173566,0.296237227881919,0.27499671957746,0.284120047055608,58,"SG",0.849675262876678,0.403082522970601,0.0526575078616166,6.13386023671144,"22","Male","United Kingdom",1,7.4,"consistent",4,"2","finding the squares with the highest yeild to get the most points","A","B","B","B","",884,0,0,0,1,0
"87",41,3,378.289116579996,378.011071073087,389.419954311029,384.519554732651,0.284437140941923,0.273458284259906,0.25950002694577,0.290031880356976,57,"DB",0.922915681484428,0.379084508719438,0.0584805382764509,0.0714285714285714,"35","Female","United Kingdom",2,7.5,"early",4,"2","I looked at roughly where the others were getting higher scores to direct my first goes and then I was sticking to that same area myself.","A","B","A","B","Really clear instructions and it ran very smoothly. ",912,1,0,0,1,0
"88",41,4,419.893795943242,420.566463846324,422.826181420774,419.993506310068,0.210012329215552,0.208723737008228,0.204638378081615,0.209796006765628,59,"AS",0.737751866033793,0.478992302540754,0.0514874288548944,NA,"32","Female","United Kingdom",0,6.8,"consistent",4,"2","Scatter in a few areas and see what's higher than 65","A","B","B","A","Very enjoyable! The timer was slightly hidden but aside that all good",848,0,0,0,0,1
"89",42,1,398.767426585847,398.930003680927,396.409859691956,400.08363429161,0.343342029084045,0.341630301485848,0.342333366196889,0.343449635128834,61,"VS",1.03190035775411,0.320227943343517,0.0555911569745622,0.0714285714285714,"40","Male","United States",1,6.9,"none",0,"1","I mean.. ..As far as I could tell, we-all had entirely different maps?

No?

Thus, counting on my three cohorts, unfortunately, was never an option.

Going beyond that, I attempted pinging different squares, hoping to hit the mother lode — and then proceeding from there.","A","B","B","A","In 'Situation 4,' ""B"" and ""A"" functionally are the same — are they not?

Would you mind telling me if you are running this study somewhere else besides Prolific?

(´Just wondering.)

Lastly: I know I said my cohorts apparently had different maps.. ..Because that's how it truly looked to me.

But your four scenarios above appear to be implying, I *could* have relied on my cohorts to guide my own pingings?


Please do feel free to invite me to future studies!
It was nice working with you today!",1731,0,0,0,0,1
"90",42,2,352.709737924261,353.629155671853,353.251519549308,352.651939646409,0.257594046735766,0.257291368544908,0.26198325102015,0.255143594739582,60,"SG",1.36946904276732,0.00673794699908547,0.0933857370937812,11.5225732625796,"37","Male","United States",0,7.7,"early",4,"2","I attempted to determine where hot spots were for the higher numbers and then focused on those areas the most.","A","B","B","B","I was a bit confused before the waiting room I thought another button was going to show up instead of needing to keep clicking the button that displayed the examples. Maybe that could be made more clear so someone doesn't think the experiment is broken.",1606,0,0,0,1,0
"91",42,3,410.024185716426,424.701958718388,415.224161807275,411.70777435792,0.236636755754016,0.209310386219236,0.226955691180285,0.233502331658761,62,"AS",0.787520438864022,0.382495523042121,0.0472996155283242,NA,"40","Male","United Kingdom",8,6.5,"consistent",4,"3","try to identiyfy hot spot or nearby areas, and see how others were fairing but was nor always linked","B","A","B","B","loved it very clear and great exercise",1437,1,1,0,0,0
"92",42,4,462.2951082483,462.65177437415,462.411087139638,465.835433833563,0.139321274390538,0.138657250607489,0.139105350486926,0.132730067045705,63,"AS",1.84076683251006,0.00673794699908547,0.152042356672879,NA,"35","Female","United Kingdom",1,6,"early",4,"1","It was random","B","B","A","B","This was a fun game and the bonus payment was motivating! ",1040,0,1,0,0,0
"93",25,1,344.646525779193,346.287691442239,348.132706695565,345.111129758763,0.0677100967376088,0.043745552308466,0.0591849802651228,0.0818071433113214,6,"AS",0.773975869280202,0.449607739201226,0.0412824264797882,NA,"41","Male","United Kingdom",1,7.6,"none",0,"1","I tried to find a dark coloured spot, and then just work my way around that.","A","A","A","B","Thanks for letting me take part!",1122,0,1,0,0,0
"94",25,2,383.867525246526,381.226285020883,390.0453387172,392.19716550155,0.305927558411446,0.302513888516427,0.297642321811474,0.304936768808904,4,"DB",0.794928017274331,0.360627863827463,0.0529342345905821,0.0927116424219857,"28","Male","United States",0,7.4,"early",4,"3","I basically tried to stay in one area with the highest concentration that had been revealed up to that point. I changed the area I was looking in depending on the results of the other scientists.","A","B","B","B","Everything was great. The instructions were explicit and cogent, the experiment itself was well-designed and user friendly, and there were no technical issues. Overall, a nearly flawless study with a generous and motivating bonus. Thank you!",1193,1,0,0,1,0
"95",25,3,448.611123660817,458.324965505409,450.16591265382,442.802944335035,0.195623075751376,0.199994295778039,0.18732333561904,0.179915339187611,5,"SG",0.450904525903699,0.506944180420408,0.0215857707200083,19.3524402353921,"38","Female","United States",1,6.9,"early",4,"2","Looking at the other scientist grids and patterns","B","A","B","B","",1161,1,1,0,0,0
"96",25,4,367.034922296169,368.217583459343,367.454062223425,367.579381069171,0.271282724334555,0.268913104446241,0.270427142772272,0.270253855109833,7,"AS",1.63836928726814,0.00673794699908547,0.0980049240542068,NA,"34","Male","United Kingdom",2,7.5,"early",4,"1","Don't waste too many clicks finding the highest, find a high enough number and just mine it.","A","B","B","B","Really fun and rewarding study, thank you!",1190,0,0,0,1,0
"97",43,1,365.420491969071,371.991448520421,366.858144797976,344.452087648429,0.280506651143199,0.282825309898652,0.281412417480322,0.261832479846424,65,"SG",0.818756366424698,0.372952946385204,0.042634514966473,22.1869425660305,"21","Female","United Kingdom",1,7.6,"early",4,"3","I tried areas at the start which the other team members were finding higher numbers to see if they corresponded with my map","A","B","B","B","",777,1,0,0,1,0
"98",43,2,383.266524452097,381.955760790665,382.668394415483,392.472228528037,0.29321550962944,0.292743779973172,0.286134566341971,0.290979604782948,66,"DB",0.867151535370313,0.373083398434903,0.049384148112725,0.137129539546829,"45","Female","United Kingdom",1,7.6,"late",0,"2","tried to randomly find higher numbers, and then click on nearby numbers","B","A","B","A","everything was clear and there were no issues or annoyances",857,0,0,1,0,0
"99",43,3,375.655724960068,375.924280032307,379.395291496391,376.88722716094,0.30725305592779,0.295404767351196,0.304426133245537,0.346862773265448,64,"AS",0.959273414662913,0.401946883124273,0.0531365038575799,NA,"55","Female","United Kingdom",0,7.4,"late",4,"2","start off anywhere then keep an eye if any others have higher scores","B","B","B","B","everything went well - no technical problems and the instructions were clear enough particularly with the example charts. Only problem it wasn't clear their were multiple examples you had to click through to continue",973,1,1,0,0,0
"100",43,4,367.142655877087,368.718714965752,366.223325168905,380.735737332512,0.316471518864863,0.313537288102488,0.318183084417287,0.291164575712271,67,"VS",0.581090828600988,0.492123764362002,0.0336051007179286,0.0714285714285714,"25","Female","United States",1,7.2,"none",0,"1","When I found a high number, I stayed with it in the same area and tried to hit all around it.","B","A","B","B","",832,0,1,0,0,0
"101",44,1,386.67685041114,387.21838965655,394.102177169386,389.403127678458,0.311017378638467,0.307540469482253,0.307188662055579,0.313985652835465,70,"AS",0.853613405519018,0.4172554854221,0.0553518318105566,NA,"26","Male","United Kingdom",0,7.4,"early",4,"no","Look to see where other scientists had higher samples and search near that area on my planet.","A","B","B","B","",943,1,0,0,1,0
"102",44,2,387.183499274191,387.533317895107,386.707795057392,377.230180231157,0.27916044365034,0.278509168221566,0.280046086807225,0.297691052771433,69,"SG",0.661056740004189,0.441567854107762,0.0411195521964651,6.71788965402791,"51","Male","United Kingdom",2,7.4,"early",4,"3","Look at others maps and see where wasn't explored, then first try there, after that, keep looking at other maps as to help find salt intensive regions.","B","B","B","A","",1165,1,0,1,0,0
"103",44,3,370.072230259883,371.939777402521,372.128743212361,368.477885470844,0.22784477193776,0.226605177697843,0.213359363568803,0.219973632043528,68,"SG",0.77309422978477,0.439447289455772,0.0481294058404996,11.2336773731301,"50","Male","United Kingdom",0,7.3,"none",0,"1","random blocks to try and finder darker colour block to work around","A","A","A","B","",1079,0,1,0,0,0
"104",44,4,405.836029820652,406.322283175432,409.652815544615,404.910031221518,0.244434062311481,0.243528779278525,0.237328154820328,0.246158041821537,71,"SG",0.886894867858368,0.395452790535589,0.0536420729389977,13.128790351292,"58","Male","United Kingdom",1,6.6,"late",4,"2","Selected squares 3 from the top/bottom and left/right sides until a high value was found, then selected squares around the high value","A","B","B","B","Instructions were very clear.",1153,0,0,0,1,0
"105",45,1,363.619932661658,377.1485217737,361.007682416572,364.214563094874,0.316829160080572,0.291670997114371,0.32154507559159,0.315719397219552,72,"VS",1.4245845217772,0.00673794699908547,0.0911338173986774,0.0714285714285714,"24","Female","United Kingdom",0,7.6,"none",0,"1","I chose somewhere random for my first pick and then worked around the dark shade to try and find the highest possible number I could. When I felt I'd reached this point I stuck with the same choice.","A","A","B","B","",1036,0,1,0,0,0
"106",45,2,376.496901797699,376.415942907083,396.07689263531,387.726254835159,0.299056235176277,0.299206960532351,0.262603153019697,0.278149967536281,73,"DB",0.759051021225857,0.438203727746942,0.0449721325481938,0.0715803100296868,"64","Male","United Kingdom",1,7.4,"early",4,"3","Looking for the highest performing competitor, then choosing targets around the same area.","A","B","B","B","Easy to follow, good fun!",1098,1,0,0,1,0
"107",45,3,287.245817988729,289.733152478481,292.768515794367,288.633603633562,0.223609351640005,0.203530236532407,0.213751413201641,0.225400169610182,75,"AS",0.988174876517476,0.00673794699908547,0.0567835243671807,NA,"32","Male","United Kingdom",1,6.7,"none",0,"2","When I found a number above 50,I kept getting the samples from it.","A","A","A","B","",1049,0,1,0,0,0
"108",45,4,417.021576282594,427.806642087054,422.316556374313,416.059676838885,0.465219596417619,0.46058879708488,0.454937704127445,0.462635884068292,74,"SG",2.204134565074,0.00673794699908547,0.111220729513212,90.0171313005218,"39","Male","United Kingdom",0,6.9,"early",4,"2","I tried to find a high number and then build clusters around that number.","A","B","A","B","Thanks for the opportunity",1171,0,0,0,1,0
"109",26,1,344.225489614864,345.452601878329,345.23177252224,344.400342211281,0.21065094524199,0.227902201907166,0.223024706574392,0.24654281284839,9,"AS",1.11943164958928,0.0888862334985219,0.0805386909451621,NA,"23","Male","United Kingdom",1,7.8,"late",4,"2","scanning the board to get a bit of every side until I get a good bit, then check nearby fields and finish by repeating the best one. the other scientists' input gave me an understanding of how big numbers should I search for.","B","B","B","B","",1102,1,1,0,0,0
"110",26,2,423.981906206229,414.715763881404,417.335605833752,404.703359721204,0.270235222153088,0.262451286921571,0.272776017884567,0.273238103635224,11,"SG",1.97777873774038,0.00673794699908547,0.112760619744207,90.0171313005218,"33","Male","United Kingdom",1,7.1,"early",4,"no","See what all the different scientists were uncovering and if they were getting high numbers in similar areas that I would also start mining that area. If the salt levels were low then I would do 1 spot in each corner and see what that uncovered.","A","B","B","A","The game was very interesting and it was fun to work as a team to help each other be more effective in the study. The instructions were very clear and the bonus payment was also motivating. Hope I get to do the main study when you finish it!",1260,1,0,0,0,1
"111",26,3,379.638994399297,382.363613185738,385.779980727302,381.630431549622,0.287052963738289,0.2818917525242,0.275325607730393,0.283364284083213,10,"AS",0.950656714801398,0.372479496986941,0.0589358387810352,NA,"38","Male","United States",0,7.5,"early",4,"2","If I started in hotspot to continue there. If starting cold, take a few guesses, but watch other players for hotspots.","A","B","B","A","It was overall good. Maybe break up instructions into a few different pages with less text each. The timer was a bit small. Also took a few rounds to understand more. Maybe have more practice.",1309,1,0,0,0,1
"112",26,4,391.977490476065,396.15846425104,390.612756571566,390.364557126449,0.345215957745094,0.342929268633526,0.343235192136842,0.344859519211223,8,"SG",2.61591541162632,0.00673794699908547,0.119419890646999,20.1173467853865,"41","Male","United Kingdom",0,7.3,"early",0,"2","I initially clicked beside the starting region and moved away one region at a time, but after a couple of planets I started jumping around to find the higher numbered regions then moved out from there.","A","B","B","B","",1099,0,0,0,1,0
"113",27,1,387.841503943175,393.393934328541,409.139774972943,397.10005663038,0.252372524178024,0.251048471161447,0.256602280489525,0.266775045503814,13,"AS",0.618101812366244,0.459393283009567,0.0330446658360749,NA,"27","Female","United Kingdom",0,6.9,"early",4,"3","Looked at my initial number, if it was high I stuck around that area. If not I looked at other players if they got higher numbers I would dig near where they discovered it","A","B","B","B","everything was clear.",997,1,0,0,1,0
"114",27,2,401.572055379643,402.283242044786,399.300132542809,393.836050111662,0.411309008421761,0.408618198743674,0.407823628930397,0.421012139449824,14,"SG",1.43215770447492,0.222165773370806,0.0722213378131192,55.4984488919912,"25","Male","United Kingdom",1,7.1,"consistent",4,"no","Look at how others were getting on and search similar area","B","B","B","A","",1017,1,0,1,0,0
"115",27,3,316.202733469156,317.648044145943,318.074830270556,310.990904855884,0.263965467067176,0.25381686476134,0.223173004605967,0.245312676053417,12,"SG",1.25838610681412,0.00673794699908547,0.084760657656945,5.6598441174562,"25","Female","United Kingdom",1,7.8,"early",4,"no","I waited for the other players to take there turn then copy the placement of the highest score on the board. If non of the new moves are higher I'll pick highest scoring square on my own board. If another player uncovers a high scoring square that is higher than my best score but their board has a different concentration placement I picked a square nearby my highest scoring square to see if it was higher.","B","A","B","B","",1285,1,1,0,0,0
"116",27,4,401.993880674414,400.21694087985,399.843783644676,398.423976588024,0.251587190198374,0.254895410965982,0.255590137100633,0.258233465369367,15,"SG",0.820248892775727,0.427984128184833,0.053531734329152,7.14735101817971,"36","Male","United Kingdom",3,6.7,"early",4,"3","Observe other players choices take advantage of information from them exploiting profitable areas they haven't mined","A","B","A","A","No issues, bonus very motivating and instructions were clear. ",1131,1,0,0,0,1
"117",29,1,375.589958302078,375.595379136665,377.19555561207,375.753344828411,0.300955598989967,0.29880309893283,0.284297793263815,0.297938575387771,19,"AS",0.876927323505428,0.417168820385139,0.0603599979837906,NA,"36","Male","United Kingdom",2,7.4,"early",4,"2","I checked a few area's while keeping an eye on the other 3 participants and clustered around any that were 60 and more","A","B","B","A","Really enjoyed this study. Very enjoyable and fun to play. No issues and a very good bonus for how fun the study was.",1272,1,0,0,0,1
"118",29,2,390.284584989833,391.262989384395,388.661639491139,391.090735839126,0.292930866994171,0.292859086498282,0.28994081832337,0.292630447215973,16,"VS",0.600928794404014,0.505430275093877,0.0383035737902089,0.0714285714285714,"37","Male","United Kingdom",9,6.9,"consistent",4,"2","I used the same tactics one might apply to the game minesweeper. And of course making a note of the other player's.","A","B","B","B","",1286,1,0,0,1,0
"119",29,3,395.87505699886,397.319108642868,395.588098647831,397.59413571053,0.273386991900313,0.271565445809045,0.27640851351849,0.271886139147951,17,"VS",0.729493190837066,0.409326990205845,0.0472656162538045,0.0714285714285714,"51","Female","United Kingdom",1,6.9,"early",4,"2","Search briefly at four distinct areas and then hone in on the one area that appeared to yield the most salt. ","A","B","B","B","Yes, instructions were clear but needed time to concentrate / read over. Yes, the bonus was motivating.  No issues and it was definitely more straightforward as myself and the other participants got into the swing of it",1377,0,0,0,1,0
"120",29,4,375.47669928342,376.632868498843,384.424082171149,377.097228769353,0.262978920868552,0.260290455196941,0.26351316608002,0.259778423073132,18,"AS",0.780622551634021,0.424135954224375,0.0403484606435464,NA,"55","Male","United Kingdom",0,7,"early",4,"2","I took a look at the number on the first day, then the numbers of the other sciwentists to see if I could determine whether larger deposits where, then took samples to try and locate them","A","B","B","B","",1337,1,0,0,1,0
"121",30,1,384.797113762416,380.36201730014,403.750109946557,398.402850174363,0.130524572052583,0.138376655950238,0.0893874469720277,0.108810199815199,20,"DB",0.388521317349798,0.522708986510344,0.00673794699908547,0.0714285714285714,"35","Male","United States",10,6.9,"late",4,"2","Tried to choose corners first and work my way in from there","A","A","B","B","Very clear instructions no issues at all",1474,0,1,0,0,0
"122",30,2,453.20576243368,457.860998495394,465.821539041059,465.040466970825,0.142101074611712,0.132762389127236,0.118434585443106,0.119430393875662,21,"AS",1.19112016982809,0.138690781809804,0.10682806373068,NA,"33","Female","United States",2,6,"early",4,"2","I would try to find the highest numbers possible and make my moves around those areas","B","A","B","B","Thank you for including me in your research ",1228,0,1,0,0,0
"123",30,3,384.584276232704,384.545321854568,385.795361474656,384.453976357264,0.292568301881959,0.291370807506641,0.256454081949111,0.292451120412668,23,"SG",1.13583371131323,0.33047713541032,0.0542571316570016,13.4463882227721,"31","Female","Canada",1,7.4,"consistent",4,"3","Would look at where my starting square was. If it had a number above 50, I would search in the near area. If it didn't I would check to see what areas the other scientists were in and their numbers. Higher numbers tended to be around the edges.","A","B","B","B","Everything was very clear and simple. As a human with ADHD, I obviously struggle to concentrate but this kept me engaged . Good job and good luck with your study!",1311,1,0,0,1,0
"124",30,4,379.981755942874,380.624964349672,399.379734208616,380.044697454519,0.27685972119439,0.276914125609112,0.274635225474735,0.276902726091671,22,"AS",0.388048196968961,0.525255272231817,0.00673794699908547,NA,"42","Male","United States",1,6.6,"none",0,"1","I made random selection initially and then stick to it if there is higher concentration around","A","A","A","B","",1441,0,1,0,0,0
"125",31,1,397.412779013496,398.373843911139,398.699504369975,398.864115425975,0.361396536559626,0.366034114761197,0.357586650323236,0.361054776860893,26,"AS",0.850330764204246,0.425989970965192,0.0550082871218713,NA,"32","Female","United States",2,7.5,"consistent",4,"no","Click randomly until one of my team members found a higher concentration and then click near theirs.","A","B","B","A","This was a fun and easy to complete study",1024,1,0,0,0,1
"126",31,2,390.750727583564,391.004664926306,392.639949974485,390.389082781756,0.185725642294255,0.180791981157644,0.169311000167886,0.181804313674282,27,"SG",0.772458816167468,0.458762885812618,0.046887060317037,9.52400343734411,"26","Male","United Kingdom",0,7.6,"early",4,"2","trying to find hotspots of 50+ and working my way to find larger values surrounding it.","A","B","B","B","",1043,0,0,0,1,0
"127",31,3,343.0121466635,340.521171049821,345.058545299435,343.19571555189,0.260116064220743,0.258326799968162,0.257720501039856,0.257414036118701,24,"DB",1.27651891750368,0.0989410232209359,0.0799364922205485,0.14380039017712,"34","Female","United Kingdom",0,7.6,"late",4,"2","My strategy was to sample different areas of the planet and look for high concentrations of salt. Once a dense area was found, I kept collecting salt from that area. I didn't rely too heavily on the other scientists, I preferred to do my own research as that seemed more reliable. I did find observing the other scientists' progress provided some useful information from time to time, though. ","A","B","B","B","An enjoyable study, everything worked fine, thank you. ",1504,1,0,0,1,0
"128",31,4,437.369997815192,440.020008023815,446.186770593319,439.476255336038,0.272519150111885,0.272046381820296,0.269001887024303,0.273192442953599,25,"AS",0.374274649391911,0.522396156022109,0.00673794699908547,NA,"31","Female","United Kingdom",6,6.4,"none",0,"2","i tried to stick with areas that where hhigher in points","A","B","B","A","",1078,0,0,0,0,1
